source,station,station_id,period_start,period_end,source_scale_m,NDVI_p02,NDVI_p05,NDVI_p10,NDVI_p90,NDVI_p95,NDVI_p98,nonwater_pixel_count,coverage_pct,products
HLS,Manglar,00000000000000000003,2021-03-14,2021-03-22,30,0.4751174555754831,0.4874968869060682,0.5074991783483085,0.7548786276122668,0.7897611254503688,0.8178303845861435,272,100.0,8
HLS,Bosque seco,00000000000000000004,2021-03-14,2021-03-22,30,0.4476570338012714,0.4702140336360477,0.48724531257776205,0.7393850701981328,0.7823379005382799,0.7992537242686345,271,100.0,8
HLS,Pastos limpios,00000000000000000000,2021-03-22,2021-03-30,30,0.46035766503896003,0.5038922817534011,0.5243314168487349,0.8323090502133644,0.8544130292735413,0.8659278851691324,288,100.0,8
HLS,Palma,00000000000000000001,2021-03-22,2021-03-30,30,0.6192251961071696,0.6356557433340612,0.715123564620023,0.8587543714463584,0.86250862995009,0.8696476154099763,286,100.0,8
HLS,Bananera,00000000000000000002,2021-03-22,2021-03-30,30,0.5708718029099966,0.7635499682083456,0.8095497514295382,0.8887206105693608,0.8926594009661067,0.8959321878098603,287,100.0,8
HLS,Manglar,00000000000000000003,2021-03-22,2021-03-30,30,0.45177021493937247,0.4594068175146434,0.47978860950871727,0.7498281843251395,0.8242224284044914,0.8410659119865038,272,100.0,8
HLS,Bosque seco,00000000000000000004,2021-03-22,2021-03-30,30,0.45836788630302555,0.4853358638991132,0.5311589946766968,0.7962588500008414,0.8075646167862951,0.8204592862911613,271,100.0,8
HLS,Bananera,00000000000000000002,2021-04-07,2021-04-15,30,0.5609474217554518,0.7449941174978976,0.7912606577479246,0.8881674119655705,0.8917877199725573,0.8962767320166043,287,100.0,6
HLS,Manglar,00000000000000000003,2021-04-07,2021-04-15,30,0.4501433435718886,0.464188684287319,0.47895662775671505,0.7592668635334682,0.8213660220047054,0.843027170826913,272,100.0,6
HLS,Bosque seco,00000000000000000004,2021-04-07,2021-04-15,30,0.6135447194533945,0.652745395929876,0.6749116629868183,0.8618979325913364,0.8684318764503973,0.8702552472978711,271,100.0,6
HLS,Manglar,00000000000000000003,2021-04-15,2021-04-23,30,0.4480823118406036,0.46009592594600646,0.4713232739593758,0.6745896833468354,0.7233245165726013,0.7478793605305797,224,83.41327053096472,5
HLS,Pastos limpios,00000000000000000000,2021-04-23,2021-05-01,30,0.5110655702852279,0.533780244362869,0.5710549288385091,0.8110067376964597,0.8226536192798493,0.8314654830247037,288,100.0,3
HLS,Palma,00000000000000000001,2021-04-23,2021-05-01,30,0.6324027684575381,0.6787164881002283,0.7280067877860444,0.8564169900145241,0.8618996260392063,0.8655953977029422,286,100.0,3
HLS,Bananera,00000000000000000002,2021-04-23,2021-05-01,30,0.5578596608348482,0.7262341021494965,0.7693419055232881,0.8648434731849022,0.8698771932701084,0.8798836298922783,287,100.0,3
HLS,Manglar,00000000000000000003,2021-04-23,2021-05-01,30,0.5046729094606334,0.5268746461305163,0.5678938757843186,0.7833379099674646,0.8256407911232623,0.8330065024020563,272,100.0,3
HLS,Bosque seco,00000000000000000004,2021-04-23,2021-05-01,30,0.6740979030956349,0.7153804899588305,0.7357268372679004,0.8680282912797169,0.8716342110375542,0.8758053112080479,271,100.0,3
